id,value
6001x,-0.45913511251601713
6001y,0.11512765789781876
6002x,-0.45913511251601713
6002y,0.11512765789781876
6003x,-0.45913511251601713
6003y,0.11512765789781876
6004x,-0.45913511251601713
6004y,0.11512765789781876
6005x,-0.35951862182562655
6005y,-0.65035362445689704
6006x,-0.45913511251601713
6006y,0.11512765789781876
6007x,-0.11051087434416898
6007y,-0.54439889615310388
6008x,-0.11051087434416898
6008y,-0.54439889615310388
6009x,-0.11051087434416898
6009y,-0.54439889615310388
6010x,-0.45913511251601713
6010y,0.11512765789781876
6011x,-0.2615012671849346
6011y,0.053007947663424038
6012x,-0.45913511251601713
6012y,0.11512765789781876
6013x,-0.45913511251601713
6013y,0.11512765789781876
6014x,-0.35951862182562655
6014y,-0.65035362445689704
6015x,-0.11051087434416898
6015y,-0.54439889615310388
6016x,-0.11051087434416898
6016y,-0.54439889615310388
6017x,-0.2615012671849346
6017y,0.053007947663424038
6018x,-0.35951862182562655
6018y,-0.65035362445689704
6019x,-0.2615012671849346
6019y,0.053007947663424038
6020x,-0.11051087434416898
6020y,-0.54439889615310388
6021x,-0.35951862182562655
6021y,-0.65035362445689704
6022x,-0.034425330454473102
6022y,-0.34236309626867178
6023x,-0.45913511251601713
6023y,0.11512765789781876
6024x,-0.094090736216686455
6024y,-0.12637500994353232
6025x,-0.034425330454473102
6025y,-0.34236309626867178
6026x,-0.35951862182562655
6026y,-0.65035362445689704
6027x,-0.2615012671849346
6027y,0.053007947663424038
6028x,-0.034425330454473102
6028y,-0.34236309626867178
6029x,-0.45913511251601713
6029y,0.11512765789781876
6030x,-0.35951862182562655
6030y,-0.65035362445689704
6031x,-0.11051087434416898
6031y,-0.54439889615310388
6032x,-0.35951862182562655
6032y,-0.65035362445689704
6033x,-0.45913511251601713
6033y,0.11512765789781876
6034x,-0.45913511251601713
6034y,0.11512765789781876
6035x,-0.35951862182562655
6035y,-0.65035362445689704
6036x,-0.2615012671849346
6036y,0.053007947663424038
6037x,-0.35951862182562655
6037y,-0.65035362445689704
6038x,-0.35951862182562655
6038y,-0.65035362445689704
6039x,-0.35951862182562655
6039y,-0.65035362445689704
6040x,-0.034425330454473102
6040y,-0.34236309626867178
6041x,-0.45913511251601713
6041y,0.11512765789781876
6042x,-0.034425330454473102
6042y,-0.34236309626867178
6043x,-0.11051087434416898
6043y,-0.54439889615310388
6044x,-0.35951862182562655
6044y,-0.65035362445689704
6045x,-0.094090736216686455
6045y,-0.12637500994353232
6046x,-0.45913511251601713
6046y,0.11512765789781876
6047x,-0.034425330454473102
6047y,-0.34236309626867178
6048x,-0.11051087434416898
6048y,-0.54439889615310388
6049x,-0.35951862182562655
6049y,-0.65035362445689704
6050x,-0.45913511251601713
6050y,0.11512765789781876
6051x,-0.45913511251601713
6051y,0.11512765789781876
6052x,-0.45913511251601713
6052y,0.11512765789781876
6053x,-0.35951862182562655
6053y,-0.65035362445689704
6054x,-0.034425330454473102
6054y,-0.34236309626867178
6055x,-0.11051087434416898
6055y,-0.54439889615310388
6056x,-0.2615012671849346
6056y,0.053007947663424038
6057x,-0.35951862182562655
6057y,-0.65035362445689704
6058x,-0.094090736216686455
6058y,-0.12637500994353232
6059x,-0.45913511251601713
6059y,0.11512765789781876
6060x,-0.034425330454473102
6060y,-0.34236309626867178
6061x,-0.034425330454473102
6061y,-0.34236309626867178
6062x,-0.2615012671849346
6062y,0.053007947663424038
6063x,-0.45913511251601713
6063y,0.11512765789781876
6064x,-0.2615012671849346
6064y,0.053007947663424038
6065x,-0.11051087434416898
6065y,-0.54439889615310388
6066x,-0.35951862182562655
6066y,-0.65035362445689704
6067x,-0.35951862182562655
6067y,-0.65035362445689704
6068x,-0.45913511251601713
6068y,0.11512765789781876
6069x,-0.35951862182562655
6069y,-0.65035362445689704
6070x,-0.45913511251601713
6070y,0.11512765789781876
6071x,-0.35951862182562655
6071y,-0.65035362445689704
6072x,-0.35951862182562655
6072y,-0.65035362445689704
6073x,-0.2615012671849346
6073y,0.053007947663424038
6074x,-0.35951862182562655
6074y,-0.65035362445689704
6075x,-0.35951862182562655
6075y,-0.65035362445689704
6076x,-0.35951862182562655
6076y,-0.65035362445689704
6077x,-0.35951862182562655
6077y,-0.65035362445689704
6078x,-0.45913511251601713
6078y,0.11512765789781876
6079x,-0.034425330454473102
6079y,-0.34236309626867178
6080x,-0.45913511251601713
6080y,0.11512765789781876
6081x,-0.11051087434416898
6081y,-0.54439889615310388
6082x,-0.35951862182562655
6082y,-0.65035362445689704
6083x,-0.35951862182562655
6083y,-0.65035362445689704
6084x,-0.35951862182562655
6084y,-0.65035362445689704
6085x,-0.11051087434416898
6085y,-0.54439889615310388
6086x,-0.034425330454473102
6086y,-0.34236309626867178
6087x,-0.45913511251601713
6087y,0.11512765789781876
6088x,-0.034425330454473102
6088y,-0.34236309626867178
6089x,-0.2615012671849346
6089y,0.053007947663424038
6090x,-0.11051087434416898
6090y,-0.54439889615310388
6091x,-0.11051087434416898
6091y,-0.54439889615310388
6092x,-0.11051087434416898
6092y,-0.54439889615310388
6093x,-0.35951862182562655
6093y,-0.65035362445689704
6094x,-0.35951862182562655
6094y,-0.65035362445689704
6095x,-0.2615012671849346
6095y,0.053007947663424038
6096x,-0.35951862182562655
6096y,-0.65035362445689704
6097x,-0.094090736216686455
6097y,-0.12637500994353232
6098x,-0.11051087434416898
6098y,-0.54439889615310388
6099x,-0.034425330454473102
6099y,-0.34236309626867178
6100x,-0.45913511251601713
6100y,0.11512765789781876
6101x,-0.11051087434416898
6101y,-0.54439889615310388
6102x,-0.11051087434416898
6102y,-0.54439889615310388
6103x,-0.2615012671849346
6103y,0.053007947663424038
6104x,-0.45913511251601713
6104y,0.11512765789781876
6105x,-0.35951862182562655
6105y,-0.65035362445689704
6106x,-0.094090736216686455
6106y,-0.12637500994353232
6107x,-0.45913511251601713
6107y,0.11512765789781876
6108x,-0.094090736216686455
6108y,-0.12637500994353232
6109x,-0.034425330454473102
6109y,-0.34236309626867178
6110x,-0.35951862182562655
6110y,-0.65035362445689704
6111x,-0.35951862182562655
6111y,-0.65035362445689704
6112x,-0.094090736216686455
6112y,-0.12637500994353232
6113x,-0.2615012671849346
6113y,0.053007947663424038
6114x,-0.2615012671849346
6114y,0.053007947663424038
6115x,-0.35951862182562655
6115y,-0.65035362445689704
6116x,-0.35951862182562655
6116y,-0.65035362445689704
6117x,-0.35951862182562655
6117y,-0.65035362445689704
6118x,-0.11051087434416898
6118y,-0.54439889615310388
6119x,-0.2615012671849346
6119y,0.053007947663424038
6120x,-0.034425330454473102
6120y,-0.34236309626867178
6121x,-0.094090736216686455
6121y,-0.12637500994353232
6122x,-0.35951862182562655
6122y,-0.65035362445689704
6123x,-0.11051087434416898
6123y,-0.54439889615310388
6124x,-0.2615012671849346
6124y,0.053007947663424038
6125x,-0.2615012671849346
6125y,0.053007947663424038
6126x,-0.094090736216686455
6126y,-0.12637500994353232
6127x,-0.2615012671849346
6127y,0.053007947663424038
6128x,-0.35951862182562655
6128y,-0.65035362445689704
6129x,-0.11051087434416898
6129y,-0.54439889615310388
6130x,-0.11051087434416898
6130y,-0.54439889615310388
6131x,-0.11051087434416898
6131y,-0.54439889615310388
6132x,-0.094090736216686455
6132y,-0.12637500994353232
6133x,-0.35951862182562655
6133y,-0.65035362445689704
6134x,-0.11051087434416898
6134y,-0.54439889615310388
6135x,-0.034425330454473102
6135y,-0.34236309626867178
6136x,-0.11051087434416898
6136y,-0.54439889615310388
6137x,-0.11051087434416898
6137y,-0.54439889615310388
6138x,-0.2615012671849346
6138y,0.053007947663424038
6139x,-0.2615012671849346
6139y,0.053007947663424038
6140x,-0.35951862182562655
6140y,-0.65035362445689704
6141x,-0.034425330454473102
6141y,-0.34236309626867178
6142x,-0.094090736216686455
6142y,-0.12637500994353232
6143x,-0.35951862182562655
6143y,-0.65035362445689704
6144x,-0.35951862182562655
6144y,-0.65035362445689704
6145x,-0.35951862182562655
6145y,-0.65035362445689704
6146x,-0.35951862182562655
6146y,-0.65035362445689704
6147x,-0.034425330454473102
6147y,-0.34236309626867178
6148x,-0.11051087434416898
6148y,-0.54439889615310388
6149x,-0.35951862182562655
6149y,-0.65035362445689704
6150x,-0.35951862182562655
6150y,-0.65035362445689704
6151x,-0.11051087434416898
6151y,-0.54439889615310388
6152x,-0.2615012671849346
6152y,0.053007947663424038
6153x,-0.11051087434416898
6153y,-0.54439889615310388
6154x,-0.11051087434416898
6154y,-0.54439889615310388
6155x,-0.35951862182562655
6155y,-0.65035362445689704
6156x,-0.034425330454473102
6156y,-0.34236309626867178
6157x,-0.35951862182562655
6157y,-0.65035362445689704
6158x,-0.35951862182562655
6158y,-0.65035362445689704
6159x,-0.45913511251601713
6159y,0.11512765789781876
6160x,-0.45913511251601713
6160y,0.11512765789781876
6161x,-0.2615012671849346
6161y,0.053007947663424038
6162x,-0.2615012671849346
6162y,0.053007947663424038
6163x,-0.45913511251601713
6163y,0.11512765789781876
6164x,-0.35951862182562655
6164y,-0.65035362445689704
6165x,-0.094090736216686455
6165y,-0.12637500994353232
6166x,-0.35951862182562655
6166y,-0.65035362445689704
6167x,-0.45913511251601713
